Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source,Email
Carpet store,American,Carpetville,(617) 244-5403,,carpetvilleinc.com,,9,5.0,JOSEPH,R. DELUCA,,,,,,,,,,"345 Watertown St, Newton, MA 02458",Newton,MIDDLESEX,MA,,"9Q6X+8P Newton, Massachusetts",Google Maps
Tile store,,National Tile,(978) 664-3165,,nationaltile.com,,39,4.6,,,,,,,,,,https://www.facebook.com/Nationaltileinc/,,"330 Main St, North Reading, MA 01864",North Reading,MIDDLESEX,MA,,"HVXH+5H North Reading, Massachusetts",Google Maps
Flooring store,,"W.J. Grosvenor & Co., Inc.",(781) 938-7225,,wjgrosvenor.com,,24,4.5,,,,,,,,,,,,"35 Industrial Pkwy, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV45+PC Woburn, Massachusetts",Google Maps
Carpet store,American,Carpetville,(617) 244-5403,,carpetvilleinc.com,,9,5.0,JOSEPH,M DELUCA,,,,,,,,,,"345 Watertown St, Newton, MA 02458",Newton,MIDDLESEX,MA,,"9Q6X+8P Newton, Massachusetts",Google Maps
Woodworker,,Coventry Woodworking & Design,(610) 500-6000,,coventrywoodworking.com,,2,5.0,,,,,,,,,,,,"22 Chase Rd, East Sandwich, MA 02537",East Sandwich,BARNSTABLE,MA,,"PH6H+6Q East Sandwich, Sandwich, MA",Google Maps
Carpet store,Italian,Carpetville,(617) 244-5403,,carpetvilleinc.com,,9,5.0,DANIEL,R DELUCA,,,,,,,,,,"345 Watertown St, Newton, MA 02458",Newton,MIDDLESEX,MA,,"9Q6X+8P Newton, Massachusetts",Google Maps
General contractor,,Titus General Contracting,(508) 925-8200,,titusgc.com,,6,4.2,,,,,,dennis@titusgc.com,,,,https://m.facebook.com/titusgc/,https://www.linkedin.com/company/titus-general-contracting,"13 Hill St, Auburn, MA 01501",Auburn,WORCESTER,MA,,"54GG+5P Auburn, Massachusetts",Google Maps
Countertop contractor,,SMB Marble & Granite,(978) 562-5188,,smbstone.com,,21,4.9,,,,,,john@doe.com,,,,,,"312 Main St Suite #9, Hudson, MA 01749",Hudson,MIDDLESEX,MA,,"9CRR+XC Hudson, Massachusetts",Google Maps
Flooring store,,Josephs Floor Sanding,,,,,,4.0,,,,,,,,,,https://m.facebook.com/p/Josephs-Floor-Sanding-100089676559158/,,"290 Middlesex Ave, Wilmington, MA 01887",Wilmington,MIDDLESEX,MA,,"HR7R+94 Wilmington, Massachusetts",Google Maps
Tile store,,DiFlumeri Tile,(617) 387-8754,,diflumeritile.com,,13,5.0,,,,,,info@diflumeritile.com,,,https://www.instagram.com/diflumeritile/,https://www.facebook.com/429111517120083,,"45 Ferry St, Everett, MA 02149",Everett,MIDDLESEX,MA,,"CX43+64 Everett, Massachusetts",Google Maps
Floor refinishing service,,Shamrock Hardwood Floors,(781) 798-9381,,,,2,3.0,,,,,,,,,,https://www.facebook.com/shamrockhardwoodfloorsma,,"3 Clifton Dr, Kingston, MA 02364",Kingston,PLYMOUTH,MA,,"X6XX+F4 Kingston, Massachusetts",Google Maps
Remodeler,,Prime Action Remodeling,(508) 808-4048,,primeactioninc.com,,8,5.0,,,,,,,,,https://www.instagram.com/primeactioninc/,https://m.facebook.com/primeactioninc/,,"70 Dodge Rd, Sutton, MA 01590",Sutton,WORCESTER,MA,,"578R+XP Sutton, Massachusetts",Google Maps
Wood floor refinishing service,,"Duffy Floors - Frank H Duffy, Inc.- Wood Flooring Specialist Since 1927",(781) 395-3418,,duffyfloors.com,,25,4.5,,,,,,duffyfloors@gmail.com,,,,https://www.facebook.com/DuffyFloors.Boston.Hardwood/,,"369 Salem St, Medford, MA 02155",Medford,MIDDLESEX,MA,,"CWC4+P2 Medford, Massachusetts",Google Maps
Handyman/Handywoman/Handyperson,,Mike's Handy Man,(413) 204-2075,,mikeshandyman.com,,3,5.0,,,,,,,,,,,,"140 Cross Rd, Clarksburg, MA 01247",North Adams,BERKSHIRE,MA,,"PW98+4Q Clarksburg, Massachusetts",Google Maps
Flooring store,,Wagner Rug & Flooring,(413) 568-0520,,wagnerrug.com,,49,4.8,,,,,,nico@wagnerrug.com,,,,,,"302 E Main St, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"477F+MM Westfield, Massachusetts",Google Maps
Flooring contractor,,Atkinson Carpet & Flooring,(978) 374-8333,,atkinsoncarpet.com,,4,5.0,,,,,,info@atkinsoncarpet.com,,,https://www.instagram.com/atkinsoncarpet/,https://www.facebook.com/atkinsoncarpet/,https://www.linkedin.com/company/atkinson-carpet,"11 Rogers Rd, Haverhill, MA 01835",Haverhill,ESSEX,MA,,"QV6Q+R5 Haverhill, Massachusetts",Google Maps
Wood floor installation service,,"Lucky Seven Hardwood Floors, LLC",(781) 912-3358,,luckysevenfloor.com,,22,4.9,,,,,,LuckySevenFloor@gmail.com,,,,https://www.facebook.com/Lucky-Seven-Hardwood-Floors-1608170292773623/,,"1 Prospect Ave, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"FVH2+85 Woburn, Massachusetts",Google Maps
Wood floor refinishing service,Russian,Weles Inc,(857) 523-2699,,weles.us,,177,5.0,VOLODYMYR,HRYNCHUK,,,,weles.usa@gmail.com,,,https://www.instagram.com/weles.inc/,https://www.facebook.com/weles.inc/,,"800 Boylston St, Chestnut Hill, MA 02467",Chestnut Hill,MIDDLESEX,MA,,"8VG3+FC Chestnut Hill, Newton, MA",Google Maps
Interior designer,,Design Group 47,(978) 826-5434,,designgroup47.com,,13,4.6,,,,,,george@designgroup47.com,,,https://www.instagram.com/designgroup47/,https://www.facebook.com/designgroup47/,https://www.linkedin.com/company/design-group-47,"47 Newbury St, Peabody, MA 01960",Peabody,ESSEX,MA,,"G2F4+X2 Peabody, Massachusetts",Google Maps
Flooring store,,Sunshine Carpet & Flooring,(978) 251-8825,,sunshinecarpetflooring.com,,21,5.0,,,,,,info@sunshinecarpetflooring.com,,,https://www.instagram.com/sunshinecarpetflooring/,https://m.facebook.com/sunshinecarpetflooring/about/?referrer=services_landing_page,,"14 Middlesex St, North Chelmsford, MA 01863",North Chelmsford,MIDDLESEX,MA,,"JJQ9+H6 North Chelmsford, Chelmsford, MA",Google Maps
Flooring contractor,,Kings of Pressure Concrete Coatings,(774) 402-4670,,massachusettsconcretecoatings.com,,4,5.0,,,,,,info@kingsofpressure.com,,,,https://www.facebook.com/profile.php?id=100076205951869,,"30 Huntoon Memorial Hwy, Leicester, MA 01524",Leicester,WORCESTER,MA,,"638Q+HF Leicester, Massachusetts",Google Maps
Wood floor refinishing service,Danish,Weles Inc,(857) 523-2699,,weles.us,,177,5.0,OLEKSANDR,LAPA,,,,weles.usa@gmail.com,,,https://www.instagram.com/weles.inc/,https://www.facebook.com/weles.inc/,,"800 Boylston St, Chestnut Hill, MA 02467",Chestnut Hill,MIDDLESEX,MA,,"8VG3+FC Chestnut Hill, Newton, MA",Google Maps
Flooring store,,Orazio Tile & Flooring Boutique,(781) 722-7011,,oraziotile.com,,,,,,,,,,,,,,,"742 Main St, Winchester, MA 01890",Winchester,MIDDLESEX,MA,,"FV56+2C Winchester, Massachusetts",Google Maps
Flooring store,,Blackstone Valley Hardwood Inc,(508) 234-6696,,bvhfloors.com,,,,,,,,,impallari@gmail.com,,,,,,"202 Carpenter Rd, Whitinsville, MA 01588",Whitinsville,WORCESTER,MA,,"48H9+GP Whitinsville, Northbridge, MA",Google Maps
Building materials supplier,,S&S Contractor’s Supply Inc.,(508) 459-1372,,sscontractorsupply.com,,2,5.0,,,,,,info@sscontractorsupply.com,,,,,,"7 B St, Auburn, MA 01501",Auburn,WORCESTER,MA,,,Google Maps
Flooring contractor,Russian,Ace Hardwood Floors,(617) 840-7323,,,,,,DAVID,C ZALESKI,,,,,,,,https://m.facebook.com/100085533865860/,,"8 Zepaj Ln, Lynnfield, MA 01940",Lynnfield,ESSEX,MA,,"G292+9F Lynnfield, Massachusetts",Google Maps
Flooring store,,Galvin Flooring,(978) 448-3206,,galvinflooring.com,,4,5.0,,,,,,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,,,,,,"42 Worthen Dr, Groton, MA 01450",Groton,MIDDLESEX,MA,,"HCMM+GC Groton, Massachusetts",Google Maps
Flooring contractor,Italian,Ace Hardwood Floors,(617) 840-7323,,,,,,RORY,HAVALOTTI,,,,,,,,https://m.facebook.com/100085533865860/,,"8 Zepaj Ln, Lynnfield, MA 01940",Lynnfield,ESSEX,MA,,"G292+9F Lynnfield, Massachusetts",Google Maps
Home improvement store,,ProSource of Boston,(781) 202-6707,,prosourcewholesale.com,,26,4.1,,,,,,,,,,,,"20 Commerce Way, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV48+RW Woburn, Massachusetts",Google Maps
Flooring contractor,American,Robert Merenda Floors Inc,(781) 939-9222,,,,,,ROBERT,W. MERENDA,,,,,,,,https://www.facebook.com/bobbymerendaflooring/,,"88 School St, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GR4X+G9 Woburn, Massachusetts",Google Maps
Wood floor installation service,Portuguese,DK Flooring Inc.,(781) 521-5926,,,,,,JOSE,D ALVARADO,,,,,,,,https://www.facebook.com/p/DK-Flooring-Inc-100068649189777/?locale=fi_FI,,"174 Vine St Apto.1, Everett, MA 02149",Everett,MIDDLESEX,MA,,"CX43+48 Everett, Massachusetts",Google Maps
Flooring store,,Mercier Carpet,(413) 736-5811,,merciercarpet.com,,33,4.6,,,,,,merciercarpet@gmail.com,,,,https://www.facebook.com/merciercarpet,,"1343 Riverdale St, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"49RF+6G West Springfield, Massachusetts",Google Maps
Construction company,,A-Pro Builders Inc.,(774) 535-1469,,a-probuilders.com,,6,3.7,,,,,,,,,,https://www.facebook.com/AprobuildersINC/,,"78 Main St, Millbury, MA 01527",Millbury,WORCESTER,MA,,"56PX+H2 Millbury, Massachusetts",Google Maps
Flooring contractor,,Davis Hardwood Flooring,(206) 498-8218,,,,,,,,,,,,,,,https://www.facebook.com/davis.hardwoodflooring.9/,,"50 Oliver St, North Easton, MA 02356",North Easton,BRISTOL,MA,,"3VCW+GR North Easton, Easton, MA",Google Maps
Flooring store,,Kahians Carpet One Floor & Home,(508) 746-4670,,kahianscarpetoneplymouth.com,,4,4.5,,,,,,,,,,,,"96 Long Pond Rd, Plymouth, MA 02360",Plymouth,PLYMOUTH,MA,,"W8GV+XM Plymouth, Massachusetts",Google Maps
Tile store,,Ann Sacks,(617) 737-2300,,annsacks.com,,,5.0,,,,,,nathaphat.asavathanachart@kohler.com,,,,https://www.facebook.com/boston.annsacks/,,"21 Drydock Ave, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV9+PF Boston, Massachusetts",Google Maps
Flooring contractor,,"Inline Wood Floors Inc, hardwood flooring contractor",(857) 654-0830,,inlinewoodfloors.com,,39,4.8,,,,,,darwin@inlinewoodfloors.com,,,,https://www.facebook.com/inlinewoodfloors/,,"143 Walnut St, Revere, MA 02151",Revere,SUFFOLK,MA,,"CXRM+M6 Revere, Massachusetts",Google Maps
Flooring store,,Carpets on Wheels,(781) 710-4515,,carpetsonwheels.com,,5,2.8,,,,,,,,,,,,"19 Sterling Rd #3a, North Billerica, MA 01862",North Billerica,MIDDLESEX,MA,,"HM9V+FV North Billerica, Billerica, MA",Google Maps
Flooring store,,Cristino Cabinets & Flooring,(508) 634-8611,,cristinocabinetsandflooring.com,,3,5.0,,,,,,cristinocabinets97@gmail.com,,,,,,"189 West St #3, Milford, MA 01757",Milford,WORCESTER,MA,,"4FV4+4Q Milford, Massachusetts",Google Maps
Flooring contractor,Spanish,LG Flooring Installation Company,(207) 344-7899,,lgflooringinstallation.com,,8,5.0,PRISCILA,C GOMES GAZOLLA,,,,lgflooringinstallation@gmail.com,,,https://www.instagram.com/lgflooringinstallation/,https://m.facebook.com/LGflooringpa/photos/a.502369173504820/1020678028340596/?type=3,,"500 Broadway, Malden, MA 02148",Malden,MIDDLESEX,MA,,"CXQ7+CX Malden, Massachusetts",Google Maps
Carpet store,,ARD Tile Carpet & Vinyl Co Inc.,(508) 996-0332,,,,,5.0,,,,,,,,,,https://www.facebook.com/A.R.Decarpetandtile/,,"1609 Acushnet Ave, New Bedford, MA 02746",New Bedford,BRISTOL,MA,,"M37C+PF New Bedford, Massachusetts",Google Maps
Flooring contractor,Spanish,CC & T Flooring,(617) 650-1015,,ccandtflooring.com,,,5.0,EDER,ROSAS DIAZ,,,,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,,,https://www.instagram.com/ccandt.flooring/,https://www.facebook.com/ccandtflooringcompany/,,"679 Broadway L1, Chelsea, MA 02150",Chelsea,SUFFOLK,MA,,"9XWC+59 Chelsea, Massachusetts",Google Maps
Kitchen remodeler,,GF Kitchen & Bath,(617) 770-0090,,bostoncabinetry.com,,54,5.0,,,,,,info@gfkitchenbath.com,,,https://www.instagram.com/gfkitchenbath/,,,"9 School St, Quincy, MA 02169",Quincy,NORFOLK,MA,,"6XWX+4P Quincy, Massachusetts",Google Maps
Wood floor installation service,,Stanizzi Flooring Wood Flooring Specialists,(978) 995-7629,,stanizziflooring.com,,7,5.0,,,,,,,,,,,,"35 Garrison Rd, Chelmsford, MA 01824",Chelmsford,MIDDLESEX,MA,,"HJF7+JV Chelmsford, Massachusetts",Google Maps
Floor refinishing service,,"Accent Floors, LLC",(413) 240-1162,,accentfloorsllc.com,,3,5.0,,,,,,,,,,,,"12 Morton St, Chicopee, MA 01020",Chicopee,HAMPDEN,MA,,"5C2G+C5 Chicopee, Massachusetts",Google Maps
Flooring contractor,Spanish,Emanuel Flooring Corp,(857) 334-3981,,emanuelflooringcorp.com,,7,5.0,KELVIN,HERNANDEZ,,,,info@emanuelflooringcorp.com,,,,https://www.facebook.com/profile.php?id=61556666782855,,"16 Dunn Rd, Revere, MA 02151",Revere,SUFFOLK,MA,,"C284+VF Revere, Massachusetts",Google Maps
Handyman/Handywoman/Handyperson,,Just Call Lamboy,(413) 522-3583,,justcalllamboy.com,,,,,,,,,,,,,,,"47 Mountain View Dr, Charlemont, MA 01339",Charlemont,FRANKLIN,MA,,"M465+26 Charlemont, Massachusetts",Google Maps
Contractor,,Honeydo4you Contractor,(978) 648-4845,,honeydo4you.com,,31,4.9,,,,,,honeydo4youcontractor@gmail.com,,,https://www.instagram.com/honeydo4youcontractor/,https://www.facebook.com/Honeydo4youcontractor,,"106 Stow St, Acton, MA 01720",Acton,MIDDLESEX,MA,,"FG4M+53 Acton, Massachusetts",Google Maps
Flooring contractor,Chinese,Stateline Flooring,(781) 535-9697,,statelineflooring.com,,,,TAO,HOANG,,,,sales@statelineflooring.com,,,,,,"1500 District Ave, Burlington, MA 01803",Burlington,MIDDLESEX,MA,,"FQPR+2F Burlington, Massachusetts",Google Maps
Contractor,,Jamison Home Construction,(774) 272-1838,,jhomeconstruction.com,,21,5.0,,,,,,jamison.build@gmail.com,,,https://www.instagram.com/jamison_home_construction/,http://facebook.com/JamisonRemodel,,"126 Muggett Hill Rd, Charlton, MA 01507",Charlton,WORCESTER,MA,,"43M2+GV Charlton, Massachusetts",Google Maps
Flooring store,,Baystate Rug and Flooring,(413) 331-6918,,baystaterug.com,,17,3.7,,,,,,,,,,https://www.facebook.com/BaystateRug/,https://www.linkedin.com/in/joe-montemagni-34407222,"671 Grattan St, Chicopee, MA 01020",Chicopee,HAMPDEN,MA,,"5CF2+89 Chicopee, Massachusetts",Google Maps
Wood floor installation service,,LE Prestige Hardwood Flooring,(617) 820-7745,,leprestigefloor.com,,,,,,,,,,,,,https://www.facebook.com/LEPrestigehardwoodflooring/,,"39 Pauline St, Randolph, MA 02368",Randolph,NORFOLK,MA,,"5WRM+MW Randolph, Massachusetts",Google Maps
Flooring contractor,,"Arlex Hardwood Floors, LLC",(617) 461-2359,,,,,5.0,,,,,,,,,,https://www.facebook.com/p/Arlex-Hardwood-Floors-LLC-100082989859870/?locale=pt_BR,,"41 Louis St, Chelsea, MA 02150",Chelsea,SUFFOLK,MA,,"9XXM+W5 Chelsea, Massachusetts",Google Maps
Flooring store,,Creative Carpet,(508) 626-9353,,creativecpt.com,,15,5.0,,,,,,sales@creativecpt.com,,,,,,"340 Waverly St, Framingham, MA 01702",Framingham,MIDDLESEX,MA,,"7HGP+WJ Framingham, Massachusetts",Google Maps
Flooring contractor,Spanish,LG Flooring Installation Company,(207) 344-7899,,lgflooringinstallation.com,,8,5.0,LEANDRO,EUSTAQUIO GAZOLLA,,,,lgflooringinstallation@gmail.com,,,https://www.instagram.com/lgflooringinstallation/,https://m.facebook.com/LGflooringpa/photos/a.502369173504820/1020678028340596/?type=3,,"500 Broadway, Malden, MA 02148",Malden,MIDDLESEX,MA,,"CXQ7+CX Malden, Massachusetts",Google Maps
Floor refinishing service,,Ty floors,(617) 620-9747,,tyfloors.com,,,,,,,,,office@example.com,,,,,,"5 Burrill Terrace, Winthrop, MA 02152",Winthrop,SUFFOLK,MA,,"92G8+G2 Winthrop, Massachusetts",Google Maps
Tile contractor,,World Wide Flooring LLC,(413) 285-5414,,,,20,5.0,,,,,,,,,https://www.instagram.com/world.wide.flooring,https://www.facebook.com/profile.php?id=100093974881767&mibextid=9R9pXO,,"54 Moore St, Agawam, MA 01001",Agawam,HAMPDEN,MA,,"39W7+M2 Agawam, Massachusetts",Google Maps
Rug store,,Bedfellows Blankets,(413) 625-2730,,blanketweave.com,,4,5.0,,,,,,,,,,,,"8 Martin Rd, Shelburne Falls, MA 01370",Shelburne Falls,FRANKLIN,MA,,"H6J5+C7 Shelburne Falls, Massachusetts",Google Maps
Flooring contractor,,Lemus Flooring inc,(617) 840-4821,,lemusflooringinc.com,,4,5.0,,,,,,,,,https://www.instagram.com/lemusflooring/,https://www.facebook.com/profile.php?id=100015842942361&mibextid=ZbWKwL,,"22 Birch St, Everett, MA 02149",Everett,MIDDLESEX,MA,,"CX75+2M Everett, Massachusetts",Google Maps
Contractor,,Rodi Epoxy Flooring,(978) 410-2928,,,,,5.0,,,,,,,,,,https://www.facebook.com/RodiRemodeling/,,"5 Kenmar Dr, Billerica, MA 01821",Billerica,MIDDLESEX,MA,,"HP2H+WR Billerica, Massachusetts",Google Maps
Contractor,,Masterpiece Construction and Flooring,(781) 244-7684,,floorsfoorall.com,,,,,,,,,,,,https://www.instagram.com/masterpiececf_ma/,https://www.facebook.com/masterpiececonstructionandflooring/,https://www.linkedin.com/company/masterpiece-constructionandflooring/,"86 Finnell Dr, Weymouth, MA 02188",Weymouth,NORFOLK,MA,,"52RJ+69 Weymouth, Massachusetts",Google Maps
Flooring store,,Abbey Carpet & Floor - Pembroke,(781) 337-4800,,pembroke.abbeycarpet.com,,37,4.8,,,,,,,,,,,,"100 Corporate Park Dr # 1740, Pembroke, MA 02359",Pembroke,PLYMOUTH,MA,,"36XJ+X5 Pembroke, Massachusetts",Google Maps
Flooring contractor,,PETTER LE'S HARDWOOD FLOORS SERVICE,(617) 470-2388,,,,5,4.2,,,,,,,,,,https://m.facebook.com/groups/696322541214195/posts/1652404465605993/,,"230 Malden St, Revere, MA 02151",Revere,SUFFOLK,MA,,"CXCP+34 Revere, Massachusetts",Google Maps
Flooring contractor,,StaticStop,(508) 583-3200,,staticstop.com,,,,,,,,,,,,,,,"33 Wales Ave, Avon, MA 02322",Avon,NORFOLK,MA,,"4WRV+74 Avon, Massachusetts",Google Maps
Tile contractor,,Toptile Inc,(774) 707-0818,,toptileinstallation.com,,18,5.0,,,,,,,,,https://instagram.com/toptile_inc,,,"31 Ayrshire Rd, Worcester, MA 01604",Worcester,WORCESTER,MA,,"767V+JG Worcester, Massachusetts",Google Maps
Flooring contractor,Spanish,MJR Flooring,(617) 775-7635,,mjrfloorscorp.com,,,5.0,DERMEVAL,ALVES MARTINS JR,,,,mjrflooring@hotmail.com,,,,https://www.facebook.com/p/MJR-Flooring-100057194961026/,,"86 Joy St #5, Somerville, MA 02143",Somerville,MIDDLESEX,MA,,"9WH7+G9 Somerville, Massachusetts",Google Maps
Contractor,,Therrien Quality Home Improvements,(413) 348-2528,,,,7,5.0,,,,,,,,,,https://m.facebook.com/public/Therrien-Quality-Home-Improvements,,"432 Bemis Rd, Warren, MA 01083",Warren,WORCESTER,MA,,,Google Maps
Wood floor installation service,English,Goddard Floor Specialists Inc.,(781) 890-4559,,goddardfloors.com,,5,5.0,GLEN,V. GODDARD,,,,,,,,,,"199 North Ave, Weston, MA 02493",Weston,MIDDLESEX,MA,,"9PP7+69 Weston, Massachusetts",Google Maps
Flooring contractor,Italian,MJR Flooring,(617) 775-7635,,mjrfloorscorp.com,,,5.0,BIANCA,MARTINS,,,,mjrflooring@hotmail.com,,,,https://www.facebook.com/p/MJR-Flooring-100057194961026/,,"86 Joy St #5, Somerville, MA 02143",Somerville,MIDDLESEX,MA,,"9WH7+G9 Somerville, Massachusetts",Google Maps
Flooring contractor,Spanish,MJR Flooring,(617) 775-7635,,mjrfloorscorp.com,,,5.0,MELINA,MARTINS,,,,mjrflooring@hotmail.com,,,,https://www.facebook.com/p/MJR-Flooring-100057194961026/,,"86 Joy St #5, Somerville, MA 02143",Somerville,MIDDLESEX,MA,,"9WH7+G9 Somerville, Massachusetts",Google Maps
Flooring store,,Moriarty & Gordon Flooring SuperStore Inc,(978) 219-2418,,moriartyandgordonfloors.net,,33,4.7,,,,,,moriartyandgordon@gmail.com,,,,https://www.facebook.com/287662947920975,,"151 Endicott St, Danvers, MA 01923",Danvers,ESSEX,MA,,"G3X6+Q3 Danvers, Massachusetts",Google Maps
Flooring contractor,,Falcon Epoxy Floors,(617) 888-5300,,falconepoxy.com,,2,5.0,,,,,,info@falconepoxy.com,,,,https://www.facebook.com/falconepoxyfloors/,,"796 Boston Post Rd E B4, Marlborough, MA 01752",Marlborough,MIDDLESEX,MA,,"9G23+F3 Marlborough, Massachusetts",Google Maps
Wood floor refinishing service,Russian,"Eco Floor Sanding, Inc",(617) 633-9375,,ecofloorsanding.com,,55,5.0,BERJ,GYULAKIAN,,,,info@ecofloorsanding.com,,,https://www.instagram.com/eco_floor_sanding/,https://m.facebook.com/Ecodustlessfloorsanding/,,"8-2, Water St, Waltham, MA 02453",Waltham,MIDDLESEX,MA,,"9QF6+V6 Waltham, Massachusetts",Google Maps
Cabinet maker,,"Dream Builder, Inc",(508) 561-0085,,alcontractinginc.com,,3,5.0,,,,,,,,,,,,"24 Buckingham Dr, Billerica, MA 01821",Billerica,MIDDLESEX,MA,,"HQ4G+6M Billerica, Massachusetts",Google Maps
Flooring contractor,,Juan Remodeling Inc,(508) 408-7858,,,,7,4.4,,,,,,,,,,https://www.facebook.com/mcconstructionsma/,,"122 French Ave, Brockton, MA 02301",Brockton,PLYMOUTH,MA,,"3X7H+HV Brockton, Massachusetts",Google Maps
Cabinet store,,Cabinets To Go- Shrewsbury,(508) 618-7841,,cabinetstogo.com,,150,4.8,,,,,,CBGO0037_Logo_Stacked_x80@2x.png,,,,,,"600 Boston Turnpike, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"77GR+GH Shrewsbury, Massachusetts",Google Maps
Kitchen remodeler,,Ridgemark Home Remodeling,(508) 202-0097,,ridgemark-homes.com,,29,5.0,,,,,,,,,,https://www.facebook.com/RobHassardJr/,https://www.linkedin.com/in/robert-hassard-jr-40559a48,"516 Boston Turnpike, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"77GM+F3 Shrewsbury, Massachusetts",Google Maps
Wood floor refinishing service,,Sousa's Fine Floors of Sturbridge,(774) 241-0455,,sousafloors.com,,7,4.7,,,,,,,,,,https://www.facebook.com/sousasFineFloors,,"10 Collette Rd, Sturbridge, MA 01518",Fiskdale,WORCESTER,MA,,"4V9J+G8 Sturbridge, Massachusetts",Google Maps
Flooring contractor,,Ultimate Epoxy Solution Floor,(508) 344-5385,,ultimateepoxysolutionfloor.com,,23,5.0,,,,,,ultimateepoxy23@gmail.com,,,,,,"119 Howe Ave, Shrewsbury, MA 01545",Shrewsbury,WORCESTER,MA,,"777F+V8 Shrewsbury, Massachusetts",Google Maps
Carpet store,,Carpet Warehouse,(413) 562-4246,,carpetwarehouseonline.com,,19,4.2,,,,,,,,,,,,"1006 Southampton Rd, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"57FC+GW Westfield, Massachusetts",Google Maps
Home goods store,,Design Center West,(508) 872-9709,,designcenterwest.com,,11,4.5,,,,,,info@dcwcompany.com,,,https://www.instagram.com/dcwhomedecor/,https://www.facebook.com/DesignCenterWestCompany/,https://www.linkedin.com/company/design-center-west-bedworx-inc-,"326 Main St, Northborough, MA 01532",Northborough,WORCESTER,MA,,"89HM+G6 Northborough, Massachusetts",Google Maps
General contractor,,Keith Guyer Building and Remodeling,(413) 768-0607,,,,2,5.0,,,,,,,,,https://www.instagram.com/keithguyerbuilding.remodeling/,https://www.facebook.com/KeithGuyerCustomcarpentry/,,"60 River St, Bernardston, MA 01337",Bernardston,FRANKLIN,MA,,"MF83+R2 Bernardston, Massachusetts",Google Maps
Wood floor refinishing service,,Fabio Wood Flooring,(774) 836-4342,,fabiowoodflooring.com,,,,,,,,,,,,,,,"113 County Rd, North Falmouth, MA 02556",North Falmouth,BARNSTABLE,MA,,"M92J+CP North Falmouth, Falmouth, MA",Google Maps
,,Eddy's Flooring America,,,eddysflooringamerica.com,,35,3.7,,,,,,,,,,https://www.facebook.com/EddysFlooringAmerica/,,"3 James St, Worcester, MA 01603",Worcester,WORCESTER,MA,,"65P2+86 Worcester, Massachusetts",Google Maps
Flooring store,,"New Bedford Tile & Carpet, Inc.",(508) 998-3695,,newbedfordtilecarpet.com,,5,5.0,,,,,,,,,,https://www.facebook.com/NewBedfordTileAndCarpet/,,"6 McCabe St, South Dartmouth, MA 02748",South Dartmouth,BRISTOL,MA,,"J385+FH South Dartmouth, Dartmouth, MA",Google Maps
Floor refinishing service,,Johnson Hardwood and Epoxy,(508) 965-4212,,johnsonhardwoodandepoxy.com,,26,4.7,,,,,,paj6129@gmail.com,,,,https://www.facebook.com/johnsonepoxy/,,"40 Milford St, New Bedford, MA 02745",New Bedford,BRISTOL,MA,,"M3F8+M8 New Bedford, Massachusetts",Google Maps
Flooring contractor,,Salamon Flooring,(413) 736-5958,,salamonflooring.com,,6,4.0,,,,,,,,,,,https://www.linkedin.com/company/salamon-flooring,"103 Myron St STE D, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"49M9+6W West Springfield, Massachusetts",Google Maps
Flooring contractor,,R&R Floor Company,(978) 263-1885,,rrfloorcompany.net,,8,5.0,,,,,,,,,,https://m.facebook.com/profile.php?id=100054383715686&locale=en_GB,,"10 Agawam Rd, Acton, MA 01720",Acton,MIDDLESEX,MA,,"FGPP+V5 Acton, Massachusetts",Google Maps
Flooring contractor,,Flooring Designs,(508) 580-3232,,flooringdesignsinc.com,,37,4.6,,,,,,,,,,,,"707 Centre St A, Brockton, MA 02302",Brockton,PLYMOUTH,MA,,"32P6+F4 Brockton, Massachusetts",Google Maps
Flooring contractor,Russian,Boston Sunshine Floors inc,(857) 302-3677,,bostonsunshinefloors.com,,34,5.0,VLADYSLAV,FURDYLO,,,,sales@bostonsunshinefloors.com,,,https://www.instagram.com/boston_sunshine_floors,https://www.facebook.com/profile.php?id=100088915989966,,"150 Spruce St, Watertown, MA 02472",Watertown,MIDDLESEX,MA,,"9R8J+GR Watertown, Massachusetts",Google Maps
